Variable:,tas
Country:,Italy
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1921,6.10,4.68,7.87,9.37,15.57,17.76,22.34,21.36,18.47,14.80,7.01,4.39
1922,2.75,4.01,8.51,9.73,15.91,19.15,20.66,21.85,16.31,12.08,6.23,4.50
1923,3.45,5.21,7.41,10.07,15.35,15.70,22.15,22.10,17.46,14.65,9.53,4.41
1924,2.41,3.21,6.60,10.68,16.39,18.81,21.31,19.03,18.71,13.25,8.21,5.70
1925,4.81,6.18,5.20,10.37,14.42,18.76,20.42,20.94,16.44,13.49,8.26,3.63
1926,3.48,7.53,7.51,11.48,13.23,16.66,19.90,20.23,19.50,14.38,11.89,4.56
1927,4.48,3.70,8.26,10.91,15.12,19.56,21.73,21.57,18.25,13.04,9.83,4.99
1928,4.71,5.28,6.80,11.00,12.62,18.70,23.66,22.85,18.16,13.35,9.20,3.76
1929,0.68,0.12,6.42,8.81,15.33,19.15,21.88,21.17,19.09,13.69,9.19,6.14
1930,5.30,4.06,8.29,10.77,13.65,20.25,20.80,20.57,18.34,12.78,9.93,5.34
1931,4.19,3.62,5.80,9.11,15.74,20.57,21.43,20.64,14.85,12.55,9.37,3.67
1932,4.80,0.91,5.00,9.15,14.23,17.15,20.48,22.64,20.62,13.48,9.33,6.62
1933,2.79,4.06,7.42,10.25,13.18,15.84,21.07,21.48,17.86,13.73,8.02,2.25
1934,3.67,4.49,7.76,12.06,15.93,18.20,21.56,20.26,18.61,12.93,8.72,7.58
1935,1.66,4.54,6.05,9.68,12.82,20.10,21.73,20.54,18.11,14.08,9.55,4.81
1936,7.10,5.31,8.79,10.37,14.51,17.74,21.00,20.45,17.66,10.18,8.25,5.28
1937,4.10,6.34,7.17,10.07,15.57,19.51,21.10,20.65,17.34,13.51,8.49,4.06
1938,3.22,3.92,8.74,7.82,13.01,19.88,21.08,20.78,17.45,13.89,10.05,4.21
1939,5.51,5.99,4.75,11.63,12.18,18.23,21.02,21.07,17.24,12.67,9.52,4.15
1940,0.77,3.58,6.65,10.33,13.97,17.36,19.80,19.39,17.84,13.18,9.44,1.22
1941,2.76,4.96,7.59,9.47,12.15,18.62,21.59,20.41,16.54,12.17,7.20,3.82
1942,-0.27,2.19,7.95,10.50,15.17,19.06,21.12,21.17,20.06,15.36,7.79,6.19
1943,2.91,6.06,8.36,11.72,15.22,18.05,21.44,22.90,19.74,14.95,7.67,6.13
1944,4.36,2.79,4.59,11.44,14.72,18.07,20.90,23.05,17.93,12.61,7.63,3.89
1945,0.07,5.17,8.00,11.86,16.81,20.62,22.98,21.40,18.39,12.84,7.81,5.22
1946,3.06,5.44,7.64,12.30,15.07,18.60,22.15,22.06,19.71,12.51,8.64,3.07
1947,0.63,3.84,8.35,12.32,16.06,20.15,22.74,22.70,19.81,13.33,9.58,4.54
1948,6.08,4.44,8.98,11.35,15.61,17.88,19.13,21.05,18.06,14.29,8.92,4.61
1949,5.06,5.00,5.18,12.57,14.32,18.12,21.37,20.91,19.68,14.67,8.57,5.98
1950,3.18,6.02,8.31,9.95,16.08,20.62,23.33,22.13,18.14,13.22,8.52,4.64
1951,5.45,6.32,6.83,10.37,13.99,18.82,21.05,21.56,19.23,12.36,10.11,5.11
1952,3.22,3.14,6.94,12.24,14.82,20.16,23.35,22.54,17.25,12.91,7.50,5.15
1953,2.36,3.46,6.83,11.47,15.22,17.55,21.29,20.63,18.68,14.69,8.04,6.73
1954,1.38,2.48,8.12,9.45,13.48,19.32,19.74,19.93,18.78,12.76,8.69,6.29
1955,6.23,5.82,6.03,9.83,14.48,18.36,21.16,20.12,17.45,12.78,7.88,6.77
1956,5.11,-0.59,5.69,9.33,14.85,16.90,21.08,21.63,19.01,12.34,7.22,4.24
1957,3.40,6.68,8.47,10.44,12.81,19.16,21.14,20.71,17.32,13.66,9.21,4.95
1958,3.87,6.26,5.09,8.42,16.46,18.07,21.33,21.93,18.73,13.59,9.69,6.46
1959,3.85,5.16,9.21,10.77,14.44,18.30,21.97,20.68,17.69,12.38,8.67,6.73
1960,3.90,5.17,7.88,10.43,14.98,19.12,19.75,20.75,16.80,13.56,9.83,6.07
1961,3.89,6.09,8.35,12.64,14.27,18.88,20.46,20.94,19.65,14.21,9.42,5.19
1962,5.08,3.91,5.46,10.41,13.88,17.58,20.64,22.36,18.45,14.01,8.25,3.08
1963,1.48,2.36,6.06,10.87,14.24,18.18,21.93,20.81,18.08,12.85,11.18,4.83
1964,2.26,4.77,7.14,10.82,15.34,19.68,21.44,20.48,17.72,12.90,9.24,5.18
1965,4.40,1.93,6.84,9.24,13.75,18.27,20.86,19.85,16.73,13.27,9.11,5.90
1966,2.59,7.68,6.74,11.59,14.73,19.16,19.97,20.19,18.24,15.28,7.08,4.58
1967,2.98,4.73,8.07,9.80,14.74,17.17,21.97,21.44,17.72,14.61,9.82,4.42
1968,2.43,5.95,7.36,11.69,14.92,17.83,20.82,19.28,17.27,13.70,9.21,4.49
1969,3.80,3.95,7.03,9.89,15.88,16.94,20.50,20.35,18.07,13.91,9.79,3.08
1970,5.21,4.68,6.01,9.52,12.94,19.06,20.56,21.07,18.63,12.56,9.53,4.75
1971,4.66,4.70,4.73,11.43,15.24,17.45,21.43,22.86,16.76,12.55,8.13,4.92
1972,4.81,6.82,8.81,10.30,13.80,18.20,20.45,19.94,15.53,11.53,8.73,5.47
1973,4.58,4.34,6.00,8.46,15.06,18.90,21.23,21.62,19.00,13.31,7.76,4.72
1974,5.84,6.62,8.06,9.73,13.96,17.66,20.76,21.84,17.95,10.21,7.93,5.22
1975,4.96,4.77,7.10,10.28,14.64,17.39,21.09,20.75,19.39,12.75,8.04,5.19
1976,3.86,5.57,5.99,9.87,14.83,18.96,21.15,18.79,16.08,13.67,8.43,5.25
1977,5.20,6.93,8.89,9.76,14.36,17.77,20.91,19.94,16.49,13.97,8.79,4.88
1978,4.34,4.70,7.55,9.26,13.18,17.87,19.98,20.17,17.14,12.73,6.76,5.99
1979,2.95,5.79,8.04,9.20,14.85,19.52,20.86,20.36,17.58,13.95,8.00,6.26
1980,3.57,5.53,7.22,8.64,12.67,17.11,19.56,21.68,18.54,13.12,8.20,3.47
1981,2.09,3.46,8.61,11.27,14.26,18.99,20.09,20.97,18.36,13.99,6.96,5.41
1982,4.84,3.84,6.45,10.10,15.01,20.01,22.55,21.37,19.91,13.97,9.52,6.12
1983,4.49,3.01,7.45,10.96,14.58,18.49,23.48,21.33,18.51,13.50,8.27,5.05
1984,4.34,3.84,6.18,9.69,12.92,17.70,21.08,20.27,16.95,13.86,9.87,5.75
1985,1.40,4.04,6.68,10.60,14.87,18.13,22.40,21.56,19.25,14.18,8.25,6.54
1986,4.34,3.09,7.22,10.31,16.87,18.35,20.91,22.23,18.42,14.56,9.19,4.33
1987,2.91,5.09,4.35,10.80,12.96,17.80,22.27,21.64,20.62,15.00,9.39,6.35
1988,6.62,5.55,6.97,10.97,15.71,18.13,22.71,22.35,17.93,15.15,6.81,4.89
1989,3.76,5.98,9.47,10.86,14.93,17.75,21.58,21.59,17.81,12.53,8.04,6.12
1990,4.28,7.72,9.14,10.23,15.94,18.75,21.58,21.84,17.96,15.18,9.05,3.81
1991,4.37,3.39,9.65,9.41,12.02,18.13,22.14,22.41,19.68,13.05,8.52,3.38
1992,4.18,4.87,7.52,10.62,15.96,18.03,21.25,23.49,18.50,13.41,10.00,5.81
1993,4.63,3.95,6.30,10.92,16.14,19.70,20.67,22.56,17.85,13.85,7.94,6.27
1994,5.78,5.17,9.56,10.17,15.55,19.04,23.56,23.75,19.02,13.74,10.52,6.40
1995,3.97,6.88,6.61,10.28,14.63,17.74,23.24,21.11,16.62,14.57,8.21,6.25
1996,5.64,3.83,6.14,10.93,15.16,19.46,20.83,21.13,15.67,13.06,9.74,5.57
1997,5.59,6.26,8.80,9.21,15.69,19.36,20.98,21.78,19.18,13.77,9.51,6.20
1998,5.44,7.04,7.12,11.01,15.54,20.10,22.51,22.74,18.00,13.70,7.34,4.17
1999,4.72,3.55,7.98,11.12,16.60,19.48,22.19,22.76,19.86,14.73,8.38,5.25
2000,3.00,5.60,7.87,12.12,17.14,20.47,20.91,22.81,18.66,14.42,10.33,6.88
2001,5.88,6.03,9.90,10.13,16.65,18.84,22.31,23.24,16.65,16.31,8.43,3.15
2002,3.79,7.06,9.39,11.17,15.75,20.83,22.00,21.39,17.30,13.82,10.99,6.76
2003,4.54,2.67,7.89,10.68,17.23,22.05,23.74,24.60,18.38,12.95,10.48,5.94
2004,3.92,5.41,7.25,11.04,13.85,19.13,21.93,22.23,18.62,15.61,9.02,6.53
2005,3.51,2.56,7.04,10.72,16.11,20.29,22.47,20.87,18.77,14.47,8.73,4.05
2006,3.02,4.46,6.85,11.57,15.80,19.89,24.12,20.40,19.56,15.72,10.17,6.87
2007,6.81,7.44,8.59,13.26,16.57,20.41,22.43,21.83,17.40,13.46,8.11,4.85
2008,6.02,6.14,7.85,11.10,16.35,20.03,22.32,22.55,17.71,14.58,9.43,5.48
2009,4.31,4.26,7.50,12.34,17.24,19.43,22.64,23.54,19.45,13.50,10.09,5.59
2010,3.53,5.23,7.51,11.74,14.75,19.45,23.58,21.92,17.69,13.18,9.82,4.46
2011,4.60,5.52,8.13,12.73,16.30,19.77,21.49,22.95,20.69,13.78,10.20,6.49
2012,4.43,1.98,9.55,11.38,15.52,20.93,23.10,23.86,19.17,14.96,11.09,5.09
2013,4.88,3.58,7.38,12.11,14.60,18.78,23.13,23.12,18.71,15.51,9.46,6.28
2014,6.65,7.41,9.35,12.17,14.68,19.97,21.42,21.30,19.00,15.56,11.83,6.61
2015,5.32,5.03,8.43,11.44,16.28,20.37,24.71,23.41,18.60,14.02,10.49,7.10
2016,5.57,7.57,8.07,12.55,15.07,19.63,22.88,22.26,19.66,13.84,9.80,6.26
2017,2.52,7.20,9.99,11.48,16.38,21.65,23.17,23.86,17.41,14.24,8.66,4.78
2018,6.91,4.27,7.60,13.67,16.91,20.34,23.31,23.56,20.07,15.46,10.57,6.19
2019,3.93,6.66,9.21,11.51,13.24,21.50,23.60,23.52,19.55,15.68,10.33,7.65
2020,6.04,7.89,8.32,12.45,16.26,19.05,22.57,23.42,19.68,13.40,10.55,6.41
2021,5.12,7.28,7.62,9.99,14.50,21.50,23.09,22.69,20.09,13.76,9.81,6.22
