Variable:,tas
Country:,"United Kingdom"
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1943,3.99,5.33,6.05,8.92,10.25,12.93,14.71,14.10,11.94,9.97,5.74,3.55
1944,5.36,3.01,4.53,8.68,9.95,12.38,14.92,15.59,11.40,8.36,5.23,4.01
1945,-0.00,5.77,7.26,8.55,10.51,13.19,15.27,14.80,13.35,10.81,6.80,4.90
1946,2.64,4.67,4.71,8.34,9.92,12.02,14.59,13.40,12.74,9.02,6.78,2.65
1947,1.94,-1.50,2.39,7.20,11.16,13.57,15.07,17.13,13.50,10.18,6.30,4.31
1948,3.55,3.77,7.30,7.85,10.12,12.45,14.40,13.82,12.52,9.19,7.18,4.95
1949,4.62,4.86,4.72,8.52,9.91,13.44,15.55,15.22,14.64,10.77,6.12,4.62
1950,3.86,3.78,6.45,6.38,10.44,14.34,14.78,14.48,11.72,8.90,4.81,0.82
1951,2.91,2.60,3.22,5.59,8.75,12.37,14.73,13.73,12.94,9.34,7.33,4.62
1952,1.67,2.86,5.56,8.33,11.64,12.61,15.11,14.60,10.04,8.15,3.71,2.75
1953,3.37,3.90,5.19,6.16,11.37,13.09,14.28,14.68,13.04,9.43,7.50,6.05
1954,2.63,1.74,4.84,6.78,10.25,12.19,12.97,13.34,11.36,10.34,5.97,5.57
1955,1.83,0.32,2.59,8.21,8.66,12.40,16.07,16.40,13.27,8.36,6.70,4.63
1956,2.60,0.10,5.33,5.88,10.66,11.84,14.28,12.24,13.00,8.83,5.75,5.34
1957,4.43,3.91,7.92,7.72,9.47,13.59,14.87,14.19,11.40,9.73,5.88,3.98
1958,2.64,3.54,2.74,6.51,9.62,12.41,14.50,14.54,14.00,10.01,6.09,3.79
1959,1.22,3.92,6.35,8.09,11.33,13.76,15.70,15.92,13.82,11.50,6.40,4.94
1960,3.39,2.68,5.40,8.18,11.57,14.61,14.09,13.90,12.11,9.45,6.23,2.96
1961,2.81,5.82,7.27,8.56,9.88,12.91,13.74,14.07,13.69,9.78,5.26,1.73
1962,3.50,3.77,1.98,6.53,9.00,12.35,13.39,13.18,11.52,9.70,4.88,2.17
1963,-1.25,-0.88,5.01,7.25,9.15,13.34,13.68,13.16,11.86,9.79,6.70,2.39
1964,3.32,3.76,3.74,7.60,11.57,12.57,14.53,14.00,12.74,8.17,6.43,2.86
1965,2.48,2.67,4.27,7.01,10.13,12.99,12.70,13.61,11.33,9.96,3.72,3.52
1966,2.28,4.23,5.75,6.03,9.93,13.95,13.85,13.45,12.95,9.03,4.59,4.29
1967,3.75,4.53,5.88,7.01,9.08,12.94,14.97,14.38,12.54,9.44,5.00,3.83
1968,3.60,1.18,5.35,6.91,8.50,13.44,13.73,14.35,12.73,11.29,5.74,2.79
1969,4.49,0.36,2.79,6.49,9.78,12.88,15.28,15.11,12.83,11.85,4.22,2.73
1970,3.06,2.04,3.18,5.71,11.24,14.70,13.71,14.68,13.04,9.63,6.55,3.66
1971,3.96,4.18,4.64,6.96,10.42,11.47,15.32,14.39,13.26,10.57,5.49,6.11
1972,3.23,3.73,5.49,7.51,9.58,10.85,14.28,13.72,10.92,9.76,5.37,5.00
1973,3.97,3.54,5.51,6.08,10.04,13.59,14.46,15.02,13.02,8.45,5.28,4.09
1974,5.26,4.72,4.81,7.25,9.99,12.56,13.75,13.95,10.93,7.09,5.73,6.61
1975,5.43,4.03,4.04,7.17,8.88,13.35,15.72,16.81,12.06,9.41,5.59,4.75
1976,4.73,3.95,4.15,7.24,10.54,15.05,16.64,15.94,12.26,9.56,5.51,1.52
1977,2.14,3.81,5.98,6.24,9.47,11.58,14.81,14.18,11.94,10.89,5.23,5.23
1978,2.49,1.56,5.66,5.71,10.65,12.53,13.48,13.89,12.77,10.88,7.46,3.53
1979,-0.20,0.91,3.57,6.57,8.51,12.86,14.55,13.56,12.10,10.35,5.90,4.61
1980,1.81,4.68,3.91,7.87,10.20,12.74,13.52,14.52,13.46,8.07,5.70,4.71
1981,3.80,2.54,6.44,6.97,10.37,12.27,14.33,15.08,13.30,7.01,6.53,0.51
1982,2.10,4.17,5.05,7.76,10.21,13.79,15.36,14.53,12.84,9.31,6.56,3.42
1983,5.33,1.36,5.53,5.67,9.06,12.91,17.26,16.09,12.37,9.33,6.64,5.03
1984,2.37,3.12,3.98,7.28,9.20,13.34,15.52,16.01,12.30,9.84,6.84,4.58
1985,0.33,2.05,3.75,7.35,9.86,11.67,14.73,13.45,12.97,10.04,3.17,5.12
1986,2.60,-1.03,4.22,4.92,9.98,13.41,14.42,12.44,10.54,9.80,6.67,4.75
1987,0.69,3.05,3.56,8.72,9.25,11.54,14.70,14.38,12.44,8.58,5.92,4.89
1988,4.28,3.96,5.28,7.25,10.68,13.55,13.76,14.12,12.28,9.51,5.27,6.75
1989,5.92,5.01,6.19,5.72,11.56,13.19,16.54,15.10,13.03,10.74,5.94,3.75
1990,5.52,5.97,7.26,7.22,11.53,12.67,15.36,16.28,11.95,10.69,5.97,3.71
1991,2.69,1.56,6.71,7.10,10.09,11.22,15.99,15.77,13.37,9.18,5.89,4.27
1992,3.40,4.82,6.29,7.55,12.06,14.46,14.94,14.13,12.07,6.95,6.39,3.20
1993,4.78,4.57,5.62,8.30,10.27,13.39,13.96,13.39,11.41,7.49,4.27,4.06
1994,4.05,2.64,6.09,6.93,9.56,12.97,16.01,14.55,11.76,9.21,8.94,5.38
1995,3.77,5.20,4.44,7.73,10.40,13.24,16.72,17.33,12.61,11.81,7.04,1.97
1996,4.04,2.31,3.88,7.52,8.26,13.12,14.89,15.20,12.73,10.52,4.99,2.59
1997,2.18,5.40,7.14,8.07,10.43,12.87,15.36,17.18,12.92,9.55,7.74,5.21
1998,4.43,6.46,6.84,6.82,11.65,12.85,14.24,14.65,13.49,9.29,5.41,4.86
1999,4.44,4.20,6.19,8.32,11.54,12.62,15.99,14.96,14.33,9.91,6.79,3.80
2000,4.17,5.05,6.38,6.82,11.02,13.17,14.33,15.29,13.50,9.35,5.98,4.66
2001,2.99,3.45,4.34,6.73,11.44,12.75,15.29,15.22,12.39,12.15,6.89,3.40
2002,5.18,5.57,6.43,8.16,10.83,13.37,14.47,15.52,13.22,8.94,7.62,4.75
2003,3.71,3.50,6.67,8.86,10.78,14.61,16.26,16.45,13.18,8.35,7.36,4.40
2004,4.36,4.24,5.68,8.47,10.90,14.05,14.54,16.09,13.58,9.43,7.04,4.92
2005,5.29,3.48,6.32,7.95,10.06,14.20,15.37,14.89,13.77,11.53,5.82,4.41
2006,3.80,3.52,4.08,7.36,10.71,14.43,17.39,15.04,15.02,11.77,7.31,5.50
2007,5.65,5.21,6.27,9.98,10.88,13.87,14.50,14.54,12.71,10.38,6.99,4.58
2008,5.18,4.94,5.23,7.21,12.24,13.22,15.44,15.29,12.52,8.80,6.29,3.34
2009,2.85,3.61,5.97,8.72,10.96,13.87,15.45,15.49,13.15,10.57,7.38,2.80
2010,1.13,1.88,5.08,7.86,9.76,14.22,15.78,14.41,12.96,9.68,4.61,0.17
2011,3.07,5.16,5.73,9.89,11.23,12.84,14.16,14.18,13.71,11.01,8.51,4.94
2012,4.68,4.18,7.60,6.51,10.52,12.50,14.16,15.55,12.18,8.60,5.81,4.17
2013,3.40,2.76,2.55,6.44,9.51,13.05,16.83,15.65,12.98,11.22,5.79,5.68
2014,4.75,5.03,6.62,9.21,11.19,14.27,16.47,14.23,13.96,11.06,7.60,4.46
2015,3.81,3.51,5.43,7.73,9.72,12.87,14.57,14.84,12.05,9.97,8.15,7.14
2016,4.64,3.77,5.39,6.59,11.30,14.03,15.40,15.62,14.40,9.82,5.16,5.84
2017,3.98,5.06,7.23,7.94,12.13,14.57,15.28,14.84,12.56,11.17,5.96,4.38
2018,4.22,2.22,3.83,8.45,12.00,14.84,16.99,15.42,12.47,9.73,7.17,6.04
2019,3.86,5.94,6.79,8.55,10.05,13.58,16.35,15.86,13.20,9.34,5.54,5.28
2020,5.55,5.07,5.68,8.99,11.36,14.05,14.51,15.95,13.06,9.53,7.78,4.51
2021,2.62,4.20,6.37,5.96,9.26,14.26,16.44,15.16,14.58,10.92,7.12,5.36
